country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety
Russia,Yekaterinburg,3.03,3.03,181.87,1378,0.62,81.0,0.4,0.2,0.27,10,0.57,0.6,0.65,0.8,0.4,0.6
Italy,Cagliari,4.3,4.3,158.74,3052,0.6,43.1,0.6,0.6,0.6,0,0.73,0.6,0.65,0.6,0.6,0.8
Brazil,Sorocaba,2.36,2.36,203.94,2650,0.4,65.3,0.4,0.4,0.6,11,0.64,0.6,0.65,0.4,0.6,0.4
Morocco,Rabat,4.43,4.43,1476.15,4401,0.6,74.2,0.4,0.2,0.8,15,0.7,0.6,0.65,0.64,0.4,0.6
Malta,Rabat,4.43,4.43,1476.15,4401,0.6,74.2,0.4,0.2,0.8,15,0.7,0.6,0.65,0.64,0.4,0.6
United Kingdom,Portsmouth,4.63,4.63,410.93,3371,0.8,32.4,0.6,0.6,0.8,10,0.78,0.6,0.65,0.6,0.6,1.0
United States,Portsmouth,4.63,4.63,410.93,3371,0.8,32.4,0.6,0.6,0.8,10,0.78,0.6,0.65,0.6,0.6,1.0
United States,Portsmouth,4.63,4.63,410.93,3371,0.8,32.4,0.6,0.6,0.8,10,0.78,0.6,0.65,0.6,0.6,1.0
United States,Portsmouth,4.63,4.63,410.93,3371,0.8,32.4,0.6,0.6,0.8,10,0.78,0.6,0.65,0.6,0.6,1.0
United States,Portsmouth,4.63,4.63,410.93,3371,0.8,32.4,0.6,0.6,0.8,10,0.78,0.6,0.65,0.6,0.6,1.0
Morocco,Casablanca,2.0,2.0,250.52,2782,0.4,74.2,0.4,0.2,1.0,5,0.66,1.0,0.65,0.4,0.4,0.73
Chile,Casablanca,2.0,2.0,250.52,2782,0.4,74.2,0.4,0.2,1.0,5,0.66,1.0,0.65,0.4,0.4,0.73
Azerbaijan,Baku,1.75,1.75,142.52,1701,0.4,76.3,0.4,0.2,0.8,9,0.67,1.0,0.64,0.4,0.0,0.6
China,Nanjing,1.09,1.09,88.96,1912,0.8,74.9,0.6,0.2,0.8,6,0.69,0.8,0.64,0.6,0.4,0.8
Poland,Katowice,1.22,1.22,98.89,1515,0.4,40.7,0.6,0.6,0.8,8,0.69,0.6,0.64,0.6,0.4,0.6
Ukraine,Kharkiv,1.36,1.36,34.88,942,0.2,75.5,0.2,0.4,0.6,15,0.56,0.6,0.64,0.4,0.4,0.4
Colombia,Medellín,1.6,1.6,128.04,1308,0.2,80.2,0.4,0.2,0.64,7,0.53,0.8,0.64,0.8,0.4,0.4
United Arab Emirates,Abu Dhabi,6.81,6.81,553.71,5194,0.44,44.5,0.8,0.4,0.82,6,0.76,0.62,0.64,0.82,0.6,0.82
Mexico,Puebla,1.87,1.87,245.17,1266,0.6,70.4,0.4,0.2,0.6,5,0.63,0.6,0.64,0.4,0.6,0.4
Russia,Obninsk,0.76,0.76,61.63,621,0.4,81.0,0.2,0.2,0.4,23,0.49,0.2,0.64,0.2,0.4,0.4
Italy,Ferrara,5.91,5.91,275.5,3528,0.6,43.1,0.6,0.6,0.6,12,0.72,0.6,0.64,0.6,0.6,0.6
Jersey,Saint Helier,13.72,13.72,436.63,6219,0.6,51.4,0.8,0.514,0.6,14,0.77,0.4,0.64,0.8,0.0,0.6
Denmark,Aalborg,7.22,7.22,587.57,4220,1.0,21.5,0.8,1.0,0.8,0,0.8,0.8,0.64,0.6,1.0,1.0
Turkey,Konya,1.94,1.94,217.23,1539,0.6,77.3,0.6,0.2,0.0,6,0.67,0.0,0.64,0.0,0.6,0.8
Russia,Saratov,1.44,1.44,69.72,982,0.4,81.0,0.6,0.2,0.8,12,0.53,0.4,0.64,0.4,0.4,0.4
China,Weifang,1.09,1.09,88.96,1058,0.8,74.9,0.4,0.2,0.6,0,0.64,0.6,0.64,0.4,0.4,0.8
Ecuador,Quito,1.5,1.5,150.0,1104,0.0,75.6,0.6,0.4,0.8,3,0.7,0.6,0.63,0.8,0.6,0.6
Turkey,Ankara,2.29,2.29,1524.46,3547,0.38,77.3,0.6,0.2,0.6,49,0.66,0.4,0.63,0.6,0.42,0.8
Maldives,Male,1.8,1.8,146.29,1743,0.4,74.0,0.2,0.4,1.0,9,0.63,0.2,0.63,0.2,0.0,0.4
Turkey,Alanya,1.83,1.83,248.1,2176,0.4,77.3,0.8,0.2,0.8,5,0.67,0.6,0.63,0.8,0.4,0.6
United States,Detroit,5.0,5.0,30.0,2576,0.8,34.0,0.6,0.6,0.8,19,0.63,0.6,0.63,0.8,0.8,0.2
Moldova,Chisinau,1.5,1.5,79.73,1656,0.4,73.2,1.0,0.6,0.8,11,0.62,0.6,0.63,0.4,0.0,0.4
Switzerland,Lausanne,10.03,10.03,1505.07,6154,0.8,21.8,0.4,0.8,0.8,20,0.78,0.6,0.63,0.4,0.6,1.0
United States,York,4.24,4.24,389.63,4611,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.63,0.6,0.6,0.8
United Kingdom,York,4.24,4.24,389.63,4611,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.63,0.6,0.6,0.8
United States,York,4.24,4.24,389.63,4611,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.63,0.6,0.6,0.8
China,Shijiazhuang,1.09,1.09,88.96,1129,0.8,74.9,0.4,0.2,0.6,25,0.63,0.4,0.63,0.4,0.4,0.8
South Africa,Cape Town,3.49,3.49,139.61,2677,0.6,69.9,0.6,0.6,0.8,3,0.71,0.8,0.63,0.8,0.6,0.42
United States,Charleston,4.0,4.0,275.0,3182,0.82,34.0,1.0,0.6,0.82,4,0.78,0.42,0.63,0.8,0.8,0.62
United States,Charleston,4.0,4.0,275.0,3182,0.82,34.0,1.0,0.6,0.82,4,0.78,0.42,0.63,0.8,0.8,0.62
United States,Charleston,4.0,4.0,275.0,3182,0.82,34.0,1.0,0.6,0.82,4,0.78,0.42,0.63,0.8,0.8,0.62
India,Jodhpur,2.83,2.83,73.82,1201,0.6,79.6,0.6,0.2,0.8,3,0.72,0.6,0.62,0.6,0.6,0.8
Turkey,Bursa,1.52,1.52,130.19,2108,0.6,77.3,0.4,0.2,0.6,19,0.65,0.4,0.62,0.4,0.4,0.6
Russia,Kaliningrad,5.3,5.3,431.43,2531,0.6,81.0,0.4,0.2,0.6,16,0.58,0.4,0.62,0.4,0.4,0.6
Bangladesh,Dhaka,2.54,2.54,190.51,1703,0.4,90.7,0.2,0.2,0.8,5,0.49,0.27,0.62,0.4,0.4,0.27
Qatar,Doha,4.12,4.12,340.87,4741,0.2,45.1,0.8,0.4,0.8,9,0.7,0.56,0.62,0.8,0.0,1.0
Mexico,Tulum,0.97,0.97,219.15,2068,0.4,70.4,0.4,0.2,0.4,5,0.6,0.6,0.62,0.4,0.6,0.4
Morocco,Agadir,1.5,1.5,122.25,1889,0.4,74.2,0.4,0.2,0.6,6,0.62,0.6,0.62,0.4,0.4,0.6
Russia,Krasnoyarsk,4.55,4.55,369.8,1945,0.6,81.0,0.6,0.2,0.8,11,0.61,0.6,0.62,0.4,0.4,0.8
India,Bangalore,0.74,0.74,95.97,889,0.27,79.6,0.2,0.2,0.64,2,0.64,0.4,0.61,0.8,0.2,0.58
Saudi Arabia,Riyadh,2.0,2.0,319.96,3040,0.2,72.2,0.4,0.2,0.6,7,0.57,0.6,0.61,1.0,0.4,0.4
Croatia,Dubrovnik,3.21,3.21,226.95,4532,0.4,52.4,0.6,0.6,0.6,12,0.72,0.4,0.61,0.6,0.6,0.8
Ukraine,Ivano-Frankivsk,1.16,1.16,77.51,808,0.25,75.5,0.6,0.4,0.8,0,0.58,0.6,0.6,0.6,0.4,0.4
Kazakhstan,Almaty,2.9,2.9,235.9,1614,0.6,66.5,0.6,0.2,0.6,5,0.62,0.4,0.6,0.6,0.0,0.6
Germany,Frankfurt,4.3,4.3,393.57,2634,1.0,28.6,0.6,0.8,1.0,3,0.83,0.8,0.6,0.8,0.8,1.0
Spain,Ibi,3.23,3.23,161.3,2250,0.8,39.8,0.6,0.8,1.0,3,0.78,0.2,0.6,0.4,0.4,0.6
China,Dalian,1.82,1.82,148.21,1547,0.6,74.9,0.4,0.2,0.8,6,0.63,0.4,0.6,0.6,0.4,0.6
Montenegro,Budva,3.23,3.23,430.13,2368,0.4,55.2,0.4,0.4,0.6,5,0.65,0.2,0.59,0.4,0.0,0.6
Brazil,São José dos Campos,2.36,2.36,203.94,3573,0.4,65.3,0.6,0.4,0.6,5,0.61,0.6,0.59,0.4,0.6,0.4
Russia,Izhevsk,2.61,2.61,212.63,1177,0.6,81.0,0.4,0.2,0.6,12,0.54,0.6,0.59,0.4,0.4,0.6
Brazil,Recife,2.19,2.19,196.65,2066,0.0,65.3,0.4,0.4,0.8,5,0.53,1.0,0.59,0.8,0.8,0.2
Russia,Samara,1.52,1.52,60.62,1086,0.4,81.0,0.4,0.2,0.8,6,0.49,0.2,0.59,0.4,1.8181818181818e+28,0.4
Malaysia,Kota Kinabalu,0.86,0.86,70.28,1528,0.0,66.1,0.4,0.2,0.8,3,0.69,0.2,0.59,0.6,0.0,0.8
Russia,Tomsk,3.41,3.41,277.35,1511,0.6,81.0,0.4,0.2,0.8,25,0.56,0.4,0.59,0.2,0.4,0.8
Brazil,Natal,1.6,1.6,130.44,1664,0.4,65.3,0.8,0.4,0.8,2,0.69,1.0,0.58,0.4,0.8,0.58
Brazil,Natal,1.6,1.6,130.44,1664,0.4,65.3,0.8,0.4,0.8,2,0.69,1.0,0.58,0.4,0.8,0.58
Turkey,Bodrum,1.52,1.52,260.38,3076,0.4,77.3,0.4,0.2,1.0,7,0.64,1.0,0.58,0.6,0.4,0.64
Indonesia,Jakarta,1.87,1.87,224.46,1306,0.4,74.9,0.6,0.2,0.64,4,0.63,0.6,0.58,0.8,0.4,0.6
Mexico,Oaxaca,1.93,1.93,87.06,1545,0.6,70.4,0.0,0.2,1.0,3,0.68,0.6,0.58,0.4,0.0,0.8
China,Chaoyang,3.15,3.15,72.92,1651,0.6,74.9,0.4,0.2,0.6,3,0.68,0.6,0.58,0.8,0.2,0.6
India,New Delhi,1.48,1.48,103.35,962,0.2,79.6,0.2,0.2,0.8,1,0.58,0.6,0.58,0.8,0.2,0.4
Russia,Novosibirsk,2.65,2.65,30.31,1074,0.6,81.0,0.6,0.2,0.6,10,0.54,0.6,0.58,0.4,0.45,0.6
Indonesia,Cirebon,0.75,0.75,5.61,639,0.4,74.9,0.6,0.2,0.8,3,0.65,0.4,0.58,0.8,0.4,0.6
Bermuda,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
Canada,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
New Zealand,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
United Kingdom,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
United States,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
United States,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
United States,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
Australia,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
United States,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8
Cambodia,Siem Reap,1.99,1.99,149.03,1118,0.4,87.4,0.4,0.2,0.8,1,0.56,0.4,0.57,0.8,0.0,0.6
Russia,Chelyabinsk,3.27,3.27,266.25,1606,0.6,81.0,0.6,0.2,0.6,18,0.55,0.4,0.57,0.4,0.4,0.6
Côte d'Ivoire,Abidjan,2.87,2.87,233.49,2299,0.4,42.400000000000006,0.6,0.4,0.4,1,0.72,0.8,0.57,0.6,0.0,0.6
Indonesia,Yogyakarta,2.4,2.4,22.45,726,0.4,74.9,0.4,0.2,0.6,2,0.64,0.6,0.57,0.4,0.4,0.6
Kenya,Nairobi,1.47,1.47,196.49,1679,0.2,98.3,0.2,0.4,1.0,8,0.43,1.0,0.57,0.4,0.0,0.4
Lebanon,Beirut,1.99,1.99,165.46,2096,0.6,89.6,0.4,0.4,0.8,1,0.63,1.0,0.56,0.4,0.0,0.6
Bolivia,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Spain,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
United States,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Costa Rica,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Portugal,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Brazil,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Chile,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Venezuela,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Ecuador,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6
Philippines,General Santos,0.0,0.0,233.84,971,0.6,84.7,0.6,0.2,0.8,1,0.6,0.6,0.56,0.8,0.6,0.6
India,Jaipur,0.92,0.92,27.29,624,0.6,79.6,0.4,0.2,0.4,3,0.59,0.6,0.56,0.4,0.2,0.6
India,Jaipur,0.92,0.92,27.29,624,0.6,79.6,0.4,0.2,0.4,3,0.59,0.6,0.56,0.4,0.2,0.6
India,Jamshedpur,2.34,2.34,59.06,1243,0.6,79.6,0.6,0.2,0.6,2,0.66,0.2,0.56,0.4,0.4,0.6
India,Lucknow,1.48,1.48,81.21,1059,0.4,79.6,0.4,0.2,0.6,1,0.61,0.6,0.56,0.6,0.2,0.6
India,Mumbai,1.48,1.48,103.35,1301,0.2,79.6,0.2,0.2,0.8,2,0.56,0.6,0.55,0.8,0.2,0.4
Saudi Arabia,Jeddah,4.0,4.0,533.27,4175,0.2,72.2,0.2,0.2,0.2,10,0.5,0.4,0.55,0.4,0.4,0.4
Cambodia,Phnom Penh,1.99,1.99,100.6,1039,0.4,87.4,0.4,0.2,0.8,4,0.51,0.4,0.55,0.8,0.0,0.4
India,Pune,1.11,1.11,36.91,931,0.4,79.6,0.2,0.2,0.8,3,0.62,0.6,0.55,0.4,0.2,0.6
Russia,Ufa,2.59,2.59,218.57,1167,0.4,81.0,0.4,0.2,0.45,10,0.51,0.2,0.55,0.4,0.4,0.6
Bulgaria,Varna,2.06,2.06,110.07,1708,0.6,53.7,0.6,0.4,0.8,4,0.69,0.6,0.55,0.4,0.4,0.8
Russia,Varna,2.06,2.06,110.07,1708,0.6,53.7,0.6,0.4,0.8,4,0.69,0.6,0.55,0.4,0.4,0.8
West Bank,Ramallah,3.9,3.9,142.97,3082,0.6,70.6,0.4,0.2,0.8,4,0.73,0.8,0.55,0.4,0.8,0.6
India,Amritsar,2.95,2.95,73.82,986,0.6,79.6,0.6,0.2,0.8,3,0.63,0.6,0.55,0.8,0.4,0.8
Peru,Lima,1.46,1.46,145.94,2231,0.4,72.0,0.4,0.6,0.8,3,0.63,0.6,0.55,0.8,0.6,0.6
United States,Lima,1.46,1.46,145.94,2231,0.4,72.0,0.4,0.6,0.8,3,0.63,0.6,0.55,0.8,0.6,0.6
Paraguay,Lima,1.46,1.46,145.94,2231,0.4,72.0,0.4,0.6,0.8,3,0.63,0.6,0.55,0.8,0.6,0.6
China,Kunming,3.15,3.15,72.92,1146,0.6,74.9,0.4,0.2,0.6,4,0.63,0.2,0.55,0.4,0.4,0.6
Peru,Arequipa,1.46,1.46,116.75,1537,0.0,72.0,0.4,0.6,1.0,4,0.67,0.6,0.55,0.4,0.6,0.56
China,Haikou,1.26,1.26,72.92,1732,0.6,74.9,0.4,0.2,0.6,4,0.68,0.6,0.55,0.4,0.2,0.6
Panama,Bocas del Toro,1.0,1.0,244.0,3095,0.6,53.2,0.8,0.4,0.6,4,0.74,0.8,0.55,0.6,0.8,0.6
Pakistan,Lahore,0.95,0.95,85.4,1583,0.2,101.7,0.4,0.2,0.6,5,0.37,0.4,0.54,0.4,0.8,0.6
Nicaragua,Managua,1.82,1.82,138.94,1261,0.6,79.0,0.2,0.6,0.8,2,0.63,0.4,0.54,0.6,0.0,0.6
India,Gwalior,1.59,1.59,59.06,1170,0.4,79.6,0.4,0.2,0.6,2,0.64,0.2,0.54,0.4,0.4,0.6
South Africa,Pretoria,3.14,3.14,255.48,2465,0.6,69.9,0.8,0.6,0.6,4,0.69,0.8,0.54,0.8,0.6,0.6
El Salvador,San Salvador,1.75,1.75,200.0,1486,0.2,72.5,0.8,0.40199999999999997,0.8,3,0.61,0.8,0.54,0.4,0.0,0.4
Mexico,San Salvador,1.75,1.75,200.0,1486,0.2,72.5,0.8,0.40199999999999997,0.8,3,0.61,0.8,0.54,0.4,0.0,0.4
Argentina,San Salvador,1.75,1.75,200.0,1486,0.2,72.5,0.8,0.40199999999999997,0.8,3,0.61,0.8,0.54,0.4,0.0,0.4
China,Fuzhou,4.1,4.1,72.92,2163,0.6,74.9,0.4,0.2,0.6,3,0.65,0.6,0.54,0.4,0.2,0.6
China,Fuzhou,4.1,4.1,72.92,2163,0.6,74.9,0.4,0.2,0.6,3,0.65,0.6,0.54,0.4,0.2,0.6
Australia,Byron Bay,3.77,3.77,409.02,3183,0.6,22.5,0.8,0.8,0.6,3,0.75,0.6,0.54,0.4,0.6,0.6
Belize,Belize City,2.99,2.99,243.31,3162,0.6,66.0,0.6,0.6,0.8,1,0.66,0.6,0.53,0.4,0.0,0.6
Egypt,Cairo,0.96,0.96,54.6,1352,0.2,90.2,0.4,0.2,0.8,3,0.48,0.6,0.53,0.8,0.6,0.6
United States,Cairo,0.96,0.96,54.6,1352,0.2,90.2,0.4,0.2,0.8,3,0.48,0.6,0.53,0.8,0.6,0.6
Bolivia,Cochabamba,1.08,1.08,50.5,1447,0.4,78.5,0.4,0.4,1.0,2,0.63,0.6,0.53,0.8,0.8,0.8
South Africa,Port Elizabeth,2.79,2.79,227.12,2369,0.6,69.9,0.6,0.6,0.8,2,0.61,0.4,0.53,0.6,0.6,0.4
India,Jabalpur,4.62,4.62,59.06,1659,0.4,79.6,0.4,0.2,0.6,2,0.64,0.2,0.53,0.4,0.4,0.6
Mongolia,Ulaanbaatar,1.23,1.23,40.99,1047,0.6,56.6,0.4,0.6,0.6,3,0.65,0.2,0.53,0.4,0.0,0.6
United States,Chicago,6.0,6.0,250.0,4056,0.8,34.0,0.6,0.6,0.6,24,0.57,0.6,0.53,0.8,0.8,0.2
China,Guiyang,2.3,2.3,72.92,818,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.53,0.4,0.2,0.6
Montenegro,Podgorica,3.23,3.23,262.38,1831,0.6,55.2,0.6,0.4,0.6,3,0.65,0.4,0.53,0.4,0.0,0.6
Spain,Antigua,1.33,1.33,106.58,2209,0.4,83.2,0.6,0.4,1.0,3,0.57,0.6,0.53,0.4,0.6,0.4
Brazil,Anápolis,2.16,2.16,203.94,5658,0.4,65.3,0.4,0.4,0.6,5,0.59,0.6,0.53,0.4,0.6,0.4
China,Huainan,3.15,3.15,72.92,1210,0.6,74.9,0.4,0.2,0.6,4,0.64,0.6,0.53,0.4,0.2,0.6
India,Ahmedabad,0.09,0.09,7.21,522,0.6,79.6,0.2,0.2,0.8,2,0.64,0.4,0.53,0.4,0.2,0.6
Kyrgyzstan,Bishkek,0.54,0.54,43.66,880,0.4,53.800000000000004,1.0,0.4,1.0,2,0.69,0.6,0.52,1.0,0.0,0.6
Ukraine,Odesa,1.94,1.94,46.5,1337,0.4,75.5,0.6,0.4,0.8,10,0.45,0.8,0.52,0.8,0.4,0.2
India,Vadodara,1.07,1.07,87.06,860,0.4,79.6,0.2,0.2,0.8,3,0.63,0.6,0.52,0.4,0.2,0.6
Laos,Vientiane,1.53,1.53,107.13,963,0.6,84.4,0.2,0.2,1.0,1,0.56,0.2,0.52,0.4,0.4,0.6
India,Indore,2.58,2.58,210.16,1486,0.6,79.6,0.2,0.2,0.4,3,0.62,0.4,0.52,0.4,0.2,0.6
India,Noida,1.33,1.33,103.35,1129,0.2,79.6,0.2,0.2,0.6,4,0.55,0.8,0.52,0.4,0.2,0.4
Nigeria,Abuja,2.74,2.74,4.78,1782,0.6,103.5,0.2,0.4,0.6,6,0.33,0.4,0.52,0.2,0.6,0.4
Tunisia,Tunis,1.31,1.31,349.69,2233,0.4,74.6,0.4,0.4,0.8,4,0.6,0.4,0.52,0.4,0.0,0.4
Philippines,Manila,2.03,2.03,147.27,1365,0.2,84.7,0.2,0.2,0.6,3,0.42,0.8,0.52,0.8,0.4,0.4
China,Changzhou,3.86,3.86,72.92,1533,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.52,0.4,0.2,0.8
Colombia,Bucaramanga,1.67,1.67,111.68,887,0.6,80.2,0.0,0.2,0.6,3,0.59,0.8,0.52,0.4,0.6,0.6
China,Jiangmen,3.15,3.15,72.92,1677,0.6,74.9,0.4,0.2,0.6,2,0.65,0.6,0.52,0.4,0.2,0.8
China,Jinan,3.15,3.15,72.92,1129,0.6,74.9,0.4,0.2,0.6,2,0.63,0.6,0.52,0.4,0.2,0.6
China,Jiaxing,3.94,3.94,72.92,1550,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6
China,Hefei,3.15,3.15,72.92,1479,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6
China,Changsha,3.15,3.15,72.92,2897,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6
China,Changsha,3.15,3.15,72.92,2897,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6
Russia,Krasnodar,2.15,2.15,227.47,1152,0.6,81.0,0.6,0.2,0.8,3,0.57,0.8,0.51,0.4,0.4,0.8
China,Foshan,2.67,2.67,72.92,1294,0.6,74.9,0.4,0.2,0.6,4,0.6,0.4,0.51,0.4,0.4,0.6
China,Beijing,2.55,2.55,243.55,1893,0.6,74.9,0.4,0.2,0.4,3,0.57,0.45,0.51,0.8,0.4,0.6
China,Nantong,3.15,3.15,72.92,1579,0.6,74.9,0.4,0.2,0.6,3,0.64,0.2,0.51,0.4,0.4,0.6
China,Changshu,3.15,3.15,72.92,1590,0.6,74.9,0.4,0.2,0.6,4,0.61,0.6,0.51,0.4,0.2,0.6
India,Mysore,2.34,2.34,59.06,903,0.4,79.6,0.6,0.2,1.0,4,0.61,0.6,0.51,0.4,0.4,0.4
China,Nanchang,0.73,0.73,59.25,584,0.8,74.9,0.8,0.2,0.4,3,0.61,0.6,0.51,0.4,0.4,0.8
Congo (Kinshasa),Kinshasa,1.61,1.61,130.89,3176,0.2,32.800000000000004,0.2,0.328,0.4,0,0.64,0.6,0.51,0.4,0.0,0.4
China,Yiwu,0.0,0.0,467.23,1385,0.6,74.9,0.4,0.2,0.6,2,0.64,0.4,0.51,0.4,0.2,0.6
China,Xiamen,3.5,3.5,591.06,2087,0.6,74.9,0.4,0.2,0.6,2,0.65,0.4,0.51,0.4,0.2,0.6
China,Zhuhai,2.43,2.43,477.54,2041,0.6,74.9,0.4,0.2,0.4,2,0.63,0.4,0.51,0.4,0.2,0.6
Namibia,Windhoek,2.78,2.78,281.66,2800,0.6,71.1,0.4,0.8,0.6,2,0.62,0.4,0.5,0.4,0.0,0.8
China,Shantou,0.73,0.73,59.25,623,0.8,74.9,0.6,0.2,0.6,0,0.61,0.4,0.5,0.6,0.4,0.8
China,Huizhou,3.15,3.15,72.92,2792,0.6,74.9,0.4,0.2,0.6,4,0.66,0.6,0.5,0.4,0.2,0.6
China,Wuhan,1.09,1.09,88.96,915,0.8,74.9,0.2,0.2,0.4,3,0.61,0.4,0.5,0.2,0.4,0.8
Indonesia,Surakarta,0.0,0.0,5.61,565,0.4,74.9,0.6,0.2,0.6,4,0.56,0.2,0.5,0.2,0.8,0.4
India,Coimbatore,2.58,2.58,210.16,1362,0.6,79.6,0.4,0.2,0.6,3,0.61,0.2,0.5,0.4,0.2,0.6
China,Hohhot,3.15,3.15,72.92,1531,0.6,74.9,0.4,0.2,0.6,2,0.63,0.6,0.5,0.4,0.2,0.6
Malaysia,Ipoh,3.0,3.0,294.59,1824,0.6,66.1,0.4,0.2,0.6,4,0.61,0.4,0.5,0.4,0.4,0.4
China,Guangzhou,1.09,1.09,88.96,972,0.6,74.9,0.4,0.2,0.6,4,0.61,0.6,0.5,0.4,0.4,0.6
Mali,Bamako,4.3,4.3,492.07,3542,0.4,95.2,0.2,0.4,0.4,8,0.4,0.2,0.5,0.4,0.4,0.4
India,Kochi,0.44,0.44,51.68,582,0.2,79.6,0.2,0.2,0.6,4,0.54,0.6,0.5,0.2,0.2,0.4
Mexico,Aguascalientes,1.45,1.45,24.18,1724,0.6,70.4,0.4,0.2,0.8,5,0.43,0.4,0.49,0.4,0.6,0.2
Indonesia,Semarang,0.0,0.0,5.61,566,0.4,74.9,0.4,0.2,0.6,2,0.56,0.2,0.49,0.2,0.8,0.4
India,Madurai,2.34,2.34,59.06,1234,0.4,79.6,0.4,0.2,0.6,4,0.59,0.4,0.49,0.6,0.4,0.4
China,Quanzhou,2.67,2.67,72.92,1259,0.6,74.9,0.6,0.2,0.6,4,0.61,0.4,0.49,0.4,0.4,0.6
