country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety
Italy,Padova,2.96,2.96,215.07,2077,0.8,43.1,1.0,0.6,0.8,13,0.76,1.0,0.74,0.4,0.4,0.8
United Kingdom,Leeds,4.37,4.37,187.13,3012,0.8,32.4,0.6,0.6,1.0,0,0.83,0.8,0.74,0.4,1.0,0.8
United States,Leeds,4.37,4.37,187.13,3012,0.8,32.4,0.6,0.6,1.0,0,0.83,0.8,0.74,0.4,1.0,0.8
United States,Chattanooga,5.0,5.0,325.0,3168,0.8,34.0,1.0,0.6,1.0,85,0.82,0.6,0.74,0.4,0.8,0.8
Armenia,Yerevan,2.09,2.09,170.05,1187,0.82,69.6,0.64,0.6,0.64,10,0.68,0.64,0.74,0.8,0.0,0.82
Thailand,Chiang Rai,1.41,1.41,195.38,1134,0.6,78.8,0.6,0.2,1.0,12,0.76,0.8,0.74,0.6,0.6,0.6
Taiwan,Taichung,1.57,1.57,219.39,1456,0.8,59.4,1.0,0.6,0.6,7,0.77,0.4,0.74,0.6,0.0,0.8
Australia,Melbourne,5.66,5.66,415.06,2934,1.0,22.5,0.2,0.8,0.8,6,0.8,0.8,0.74,0.6,0.8,0.82
United States,Melbourne,5.66,5.66,415.06,2934,1.0,22.5,0.2,0.8,0.8,6,0.8,0.8,0.74,0.6,0.8,0.82
Japan,Tokyo,2.78,2.78,508.87,2541,0.8,35.1,0.4,0.6,0.8,1,0.89,1.0,0.74,1.0,0.2,1.0
Mexico,Tijuana,0.97,0.97,78.64,1290,0.6,70.4,0.4,0.2,0.6,7,0.66,1.0,0.73,0.4,0.0,0.4
South Korea,Gwangju,3.23,3.23,21.35,1486,0.8,36.1,1.0,0.6,0.8,27,0.82,0.6,0.73,1.0,0.6,1.0
South Korea,Gwangju,3.23,3.23,21.35,1486,0.8,36.1,1.0,0.6,0.8,27,0.82,0.6,0.73,1.0,0.6,1.0
Ireland,Cork,5.38,5.38,161.3,2956,0.6,22.5,0.4,0.8,0.8,17,0.81,0.6,0.73,0.4,1.0,1.0
Netherlands,Nijmegen,5.38,5.38,268.83,2841,0.0,28.2,0.8,1.0,0.8,36,0.8,0.6,0.73,0.4,0.8,0.8
Argentina,La Plata,3.27,3.27,15.38,2290,0.6,48.4,0.2,0.6,1.0,5,0.74,1.0,0.73,0.4,0.8,0.4
Colombia,La Plata,3.27,3.27,15.38,2290,0.6,48.4,0.2,0.6,1.0,5,0.74,1.0,0.73,0.4,0.8,0.4
United States,La Plata,3.27,3.27,15.38,2290,0.6,48.4,0.2,0.6,1.0,5,0.74,1.0,0.73,0.4,0.8,0.4
Germany,Bremen,4.3,4.3,387.12,2484,1.0,28.6,0.6,0.8,0.8,20,0.81,1.0,0.73,0.8,0.8,1.0
Sweden,Gothenburg,4.37,4.37,355.77,2984,1.0,22.6,0.8,0.8,1.0,35,0.87,1.0,0.73,0.8,0.8,0.8
Netherlands,Amsterdam,5.38,5.38,258.08,3314,0.8,28.2,0.8,1.0,0.98,10,0.8,1.0,0.73,0.8,0.8,0.8
United States,Amsterdam,5.38,5.38,258.08,3314,0.8,28.2,0.8,1.0,0.98,10,0.8,1.0,0.73,0.8,0.8,0.8
Spain,Alicante,5.38,5.38,436.86,2765,0.6,39.8,0.6,0.8,0.8,23,0.84,1.0,0.73,0.6,0.45,0.8
United States,Jacksonville,4.0,4.0,150.0,2586,1.0,34.0,1.0,0.6,0.8,20,0.83,0.6,0.73,0.4,0.8,0.6
United States,Jacksonville,4.0,4.0,150.0,2586,1.0,34.0,1.0,0.6,0.8,20,0.83,0.6,0.73,0.4,0.8,0.6
United States,Jacksonville,4.0,4.0,150.0,2586,1.0,34.0,1.0,0.6,0.8,20,0.83,0.6,0.73,0.4,0.8,0.6
United States,Jacksonville,4.0,4.0,150.0,2586,1.0,34.0,1.0,0.6,0.8,20,0.83,0.6,0.73,0.4,0.8,0.6
United States,Jacksonville,4.0,4.0,150.0,2586,1.0,34.0,1.0,0.6,0.8,20,0.83,0.6,0.73,0.4,0.8,0.6
United States,Jacksonville,4.0,4.0,150.0,2586,1.0,34.0,1.0,0.6,0.8,20,0.83,0.6,0.73,0.4,0.8,0.6
Slovakia,Bratislava,1.61,1.61,149.47,1487,0.8,44.9,0.4,0.8,0.6,32,0.75,0.6,0.73,0.6,0.0,0.8
Turkey,Adana,2.36,2.36,25.0,1542,0.75,77.3,0.75,0.2,0.75,12,0.71,0.6,0.73,0.6,0.56,0.93
United States,Fargo,5.0,5.0,350.0,2959,0.8,34.0,0.6,0.6,1.0,61,0.81,0.6,0.73,0.4,0.8,0.8
United States,Fresno,4.5,4.5,39.0,2421,1.0,34.0,1.0,0.6,1.0,35,0.84,1.0,0.73,0.4,0.8,0.8
Colombia,Fresno,4.5,4.5,39.0,2421,1.0,34.0,1.0,0.6,1.0,35,0.84,1.0,0.73,0.4,0.8,0.8
United States,Fresno,4.5,4.5,39.0,2421,1.0,34.0,1.0,0.6,1.0,35,0.84,1.0,0.73,0.4,0.8,0.8
Finland,Tampere,3.76,3.76,305.67,3086,1.0,18.8,1.0,1.0,0.8,32,0.83,0.8,0.73,0.8,0.8,1.0
Cyprus,Nicosia,5.91,5.91,481.75,2951,0.8,64.0,0.4,0.8,0.4,20,0.71,0.8,0.73,0.4,0.6,0.6
Italy,Nicosia,5.91,5.91,481.75,2951,0.8,64.0,0.4,0.8,0.4,20,0.71,0.8,0.73,0.4,0.6,0.6
Costa Rica,Puerto Viejo,3.62,3.62,451.95,2373,0.6,45.1,0.8,0.8,0.8,5,0.77,0.6,0.73,0.4,0.8,0.6
Mexico,Monterrey,1.81,1.81,116.08,2041,0.6,70.4,0.4,0.2,1.0,11,0.72,0.6,0.73,0.6,0.0,0.6
Colombia,Monterrey,1.81,1.81,116.08,2041,0.6,70.4,0.4,0.2,1.0,11,0.72,0.6,0.73,0.6,0.0,0.6
United States,Bloomington,5.0,5.0,215.0,3386,0.8,34.0,0.4,0.6,0.8,28,0.81,0.6,0.73,0.4,0.8,0.8
United States,Bloomington,5.0,5.0,215.0,3386,0.8,34.0,0.4,0.6,0.8,28,0.81,0.6,0.73,0.4,0.8,0.8
United States,Bloomington,5.0,5.0,215.0,3386,0.8,34.0,0.4,0.6,0.8,28,0.81,0.6,0.73,0.4,0.8,0.8
United States,Bloomington,5.0,5.0,215.0,3386,0.8,34.0,0.4,0.6,0.8,28,0.81,0.6,0.73,0.4,0.8,0.8
Canada,Kitchener,5.54,5.54,350.08,3170,1.0,23.8,0.8,0.8,1.0,0,0.84,0.4,0.73,0.4,1.0,1.0
France,Grenoble,6.45,6.45,215.07,2827,0.8,34.5,1.0,0.6,0.8,27,0.8,1.0,0.73,0.4,0.6,0.6
Croatia,Zadar,1.07,1.07,87.36,1916,0.8,52.4,0.8,0.6,0.8,45,0.75,0.4,0.73,0.8,0.4,0.8
United States,Baltimore,7.5,7.5,295.0,3943,0.6,34.0,0.8,0.6,0.6,17,0.75,0.6,0.73,0.8,0.4,0.4
United States,Wichita,4.0,4.0,401.38,2593,0.6,34.0,0.8,0.6,0.6,26,0.81,0.6,0.73,0.6,0.6,0.8
Poland,Szczecin,2.56,2.56,119.27,2198,0.8,40.7,0.8,0.6,0.6,27,0.76,0.6,0.73,0.4,0.4,0.8
Brazil,Curitiba,2.62,2.62,131.1,1988,0.4,65.3,0.4,0.4,0.8,8,0.68,1.0,0.73,0.8,0.8,0.6
Norway,Trondheim,5.32,5.32,212.69,3139,0.8,21.2,0.6,1.0,0.8,15,0.82,0.8,0.73,0.4,0.8,1.0
Slovenia,Ljubljana,3.23,3.23,102.16,1908,0.6,33.9,0.6,0.6,1.0,14,0.79,0.8,0.73,0.8,0.0,0.8
United States,Cleveland,5.0,5.0,100.0,3316,0.6,34.0,0.0,0.6,0.6,30,0.79,0.8,0.73,0.4,0.8,0.6
United States,Cleveland,5.0,5.0,100.0,3316,0.6,34.0,0.0,0.6,0.6,30,0.79,0.8,0.73,0.4,0.8,0.6
United States,Cleveland,5.0,5.0,100.0,3316,0.6,34.0,0.0,0.6,0.6,30,0.79,0.8,0.73,0.4,0.8,0.6
Poland,Lublin,1.83,1.83,121.7,1929,0.8,40.7,0.44,0.6,0.6,25,0.76,0.6,0.73,0.4,0.4,1.0
Germany,Jena,4.3,4.3,268.83,2218,1.0,28.6,0.2,0.8,0.8,21,0.8,1.0,0.73,0.4,0.8,1.0
Puerto Rico,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Argentina,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Dominican Republic,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Costa Rica,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
United States,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Trinidad and Tobago,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Honduras,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Philippines,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8
Mexico,Puerto Vallarta,1.21,1.21,98.38,1611,0.62,70.4,0.6,0.2,1.0,0,0.74,1.0,0.73,0.4,0.0,0.82
Argentina,Mar del Plata,1.54,1.54,123.08,2152,0.6,48.4,0.4,0.6,0.6,12,0.69,0.4,0.73,0.4,0.8,0.4
Canada,Oshawa,3.32,3.32,147.71,2060,1.0,23.8,0.8,0.8,1.0,0,0.8,0.6,0.72,0.4,1.0,1.0
Italy,Genoa,4.3,4.3,127.96,2342,0.8,43.1,0.6,0.6,1.0,12,0.77,1.0,0.72,0.4,0.45,0.8
Taiwan,Kaohsiung,1.57,1.57,95.59,1160,1.0,76.4,1.0,0.6,1.0,9,0.82,0.6,0.72,0.4,0.0,1.0
Bulgaria,Sofia,2.75,2.75,148.59,2037,0.6,53.7,1.0,0.4,0.8,20,0.71,0.8,0.72,0.8,0.4,0.6
United States,Key West,4.0,4.0,486.78,4499,0.8,34.0,0.8,0.6,0.8,27,0.87,1.0,0.72,0.8,0.6,0.8
Japan,Naha,6.62,6.62,92.52,2216,0.8,35.1,0.4,0.6,0.6,13,0.8,0.4,0.72,1.0,0.6,1.0
Taiwan,Tainan,0.0,0.0,251.44,1398,0.8,71.8,0.8,0.6,0.6,5,0.79,0.6,0.72,0.6,0.6,0.8
Estonia,Tartu,1.08,1.08,129.04,1779,1.0,43.4,1.0,0.8,1.0,24,0.76,0.4,0.72,0.4,1.0,1.0
Italy,Rome,8.06,8.06,645.2,3972,0.6,43.1,0.2,0.6,0.8,10,0.76,0.6,0.72,0.8,0.4,0.6
United States,Rome,8.06,8.06,645.2,3972,0.6,43.1,0.2,0.6,0.8,10,0.76,0.6,0.72,0.8,0.4,0.6
United States,Rome,8.06,8.06,645.2,3972,0.6,43.1,0.2,0.6,0.8,10,0.76,0.6,0.72,0.8,0.4,0.6
Canada,Lethbridge,8.31,8.31,296.9,3605,1.0,23.8,0.8,0.8,1.0,0,0.84,0.79,0.72,0.82,1.0,1.0
United States,Beacon,5.0,5.0,200.0,3191,0.8,34.0,0.6,0.6,0.8,52,0.8,0.4,0.72,0.4,0.8,0.8
Canada,Kelowna,5.54,5.54,274.74,3258,1.0,23.8,0.8,0.8,1.0,0,0.84,0.6,0.72,0.4,1.0,1.0
Gibraltar,Gibraltar,6.24,6.24,249.5,3881,0.8,71.80000000000001,0.4,0.7180000000000001,0.8,19,0.79,0.6,0.72,0.6,0.6,0.6
Ukraine,Lviv,0.78,0.78,62.01,543,0.2,75.5,0.6,0.4,1.0,13,0.62,0.4,0.72,0.8,0.4,0.4
United States,Ann Arbor,5.0,5.0,450.0,3498,1.0,34.0,0.8,0.6,0.8,29,0.81,0.6,0.72,0.4,0.8,0.8
Italy,Bologna,2.69,2.69,268.83,1893,0.6,43.1,1.0,0.6,1.0,13,0.72,0.6,0.72,0.4,0.4,0.6
Georgia,Tbilisi,1.0,1.0,104.48,1328,0.6,78.9,0.6,0.6,1.0,15,0.71,0.44,0.72,0.4,0.4,0.8
Italy,Monza,5.38,5.38,190.23,3037,0.6,43.1,0.6,0.6,0.6,11,0.77,0.6,0.72,0.8,0.6,0.8
United States,Princeton,4.0,4.0,457.5,3674,0.6,34.0,0.8,0.6,0.8,41,0.8,0.8,0.72,1.0,0.6,0.8
United States,Princeton,4.0,4.0,457.5,3674,0.6,34.0,0.8,0.6,0.8,41,0.8,0.8,0.72,1.0,0.6,0.8
United States,Princeton,4.0,4.0,457.5,3674,0.6,34.0,0.8,0.6,0.8,41,0.8,0.8,0.72,1.0,0.6,0.8
Jordan,Amman,2.12,2.12,63.51,2271,0.2,78.0,0.6,0.2,1.0,5,0.68,0.6,0.72,0.8,0.0,0.6
United States,West Palm Beach,6.0,6.0,299.0,3300,0.8,34.0,0.8,0.6,1.0,5,0.81,1.0,0.72,0.4,0.8,0.6
Lithuania,Vilnius,2.69,2.69,268.83,2143,0.6,42.4,0.6,0.8,1.0,13,0.75,0.6,0.71,0.4,0.8,0.8
Switzerland,Geneva,10.03,10.03,816.49,5381,0.8,21.8,0.6,0.8,1.0,25,0.87,0.6,0.71,0.8,0.6,1.0
United States,Geneva,10.03,10.03,816.49,5381,0.8,21.8,0.6,0.8,1.0,25,0.87,0.6,0.71,0.8,0.6,1.0
United States,Geneva,10.03,10.03,816.49,5381,0.8,21.8,0.6,0.8,1.0,25,0.87,0.6,0.71,0.8,0.6,1.0
United Kingdom,Leicester,4.37,4.37,37.43,2635,0.8,32.4,0.6,0.6,1.0,0,0.79,0.8,0.71,0.4,1.0,0.8
Sierra Leone,Leicester,4.37,4.37,37.43,2635,0.8,32.4,0.6,0.6,1.0,0,0.79,0.8,0.71,0.4,1.0,0.8
United States,Leicester,4.37,4.37,37.43,2635,0.8,32.4,0.6,0.6,1.0,0,0.79,0.8,0.71,0.4,1.0,0.8
United States,Indianapolis,5.0,5.0,200.0,3188,0.8,34.0,0.6,0.6,0.8,22,0.78,0.4,0.71,0.4,0.8,0.6
United States,Scottsdale,5.0,5.0,524.6,3545,0.6,34.0,0.8,0.6,0.6,33,0.81,0.8,0.71,0.6,0.6,0.8
Australia,Scottsdale,5.0,5.0,524.6,3545,0.6,34.0,0.8,0.6,0.6,33,0.81,0.8,0.71,0.6,0.6,0.8
Malaysia,Kuala Lumpur,0.69,0.69,92.16,1330,0.4,66.1,0.6,0.2,0.38,3,0.72,0.2,0.71,1.0,0.0,0.6
United States,Tulsa,4.9,4.9,590.48,3312,0.8,34.0,0.6,0.6,0.6,20,0.82,0.6,0.71,0.4,0.6,0.8
Germany,Dresden,4.3,4.3,106.46,2230,1.0,28.6,0.8,0.8,1.0,26,0.83,0.8,0.71,0.4,0.8,1.0
Ireland,Galway,6.45,6.45,161.3,3282,1.0,22.5,0.6,0.8,0.8,28,0.86,0.8,0.71,0.4,1.0,0.82
United Kingdom,Bournemouth,4.37,4.37,299.4,2863,1.0,32.4,0.6,0.6,1.0,0,0.81,0.8,0.71,0.4,1.0,1.0
Cyprus,Limassol,5.91,5.91,481.47,3110,0.8,64.0,0.8,0.8,1.0,9,0.76,0.6,0.71,0.6,0.6,1.0
Dominican Republic,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Philippines,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Cuba,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Costa Rica,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Philippines,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Philippines,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Nicaragua,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
Colombia,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4
United States,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Costa Rica,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
El Salvador,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Mexico,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Philippines,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Argentina,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Philippines,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Guatemala,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Honduras,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Honduras,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62
Italy,Trento,3.76,3.76,107.53,2115,1.0,43.1,0.8,0.6,0.8,16,0.75,0.6,0.71,0.8,0.4,0.8
Philippines,Trento,3.76,3.76,107.53,2115,1.0,43.1,0.8,0.6,0.8,16,0.75,0.6,0.71,0.8,0.4,0.8
New Zealand,Dunedin,5.33,5.33,433.41,2751,1.0,21.3,0.8,0.8,0.8,22,0.83,0.8,0.71,0.4,1.0,1.0
United States,Dunedin,5.33,5.33,433.41,2751,1.0,21.3,0.8,0.8,0.8,22,0.83,0.8,0.71,0.4,1.0,1.0
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United Kingdom,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
United States,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4
Netherlands,Haarlem,5.38,5.38,188.18,3480,0.8,28.2,0.8,1.0,0.8,28,0.84,0.6,0.71,0.4,0.6,1.0
United Kingdom,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
United States,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
United States,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
United States,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
United States,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
United States,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
United States,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6
Jamaica,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4
Norfolk Island,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4
United States,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4
United States,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4
United States,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4
Australia,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4
Canada,Surrey,3.51,3.51,147.71,2469,1.0,23.8,1.0,0.8,1.0,0,0.79,0.4,0.71,0.4,1.0,1.0
Canada,Chatham,1.85,1.85,221.57,2198,1.0,23.8,0.6,0.8,0.8,0,0.78,0.4,0.71,0.4,1.0,1.0
United Kingdom,Chatham,1.85,1.85,221.57,2198,1.0,23.8,0.6,0.8,0.8,0,0.78,0.4,0.71,0.4,1.0,1.0
United States,Chatham,1.85,1.85,221.57,2198,1.0,23.8,0.6,0.8,0.8,0,0.78,0.4,0.71,0.4,1.0,1.0
United States,Chatham,1.85,1.85,221.57,2198,1.0,23.8,0.6,0.8,0.8,0,0.78,0.4,0.71,0.4,1.0,1.0
Canada,Winnipeg,3.69,3.69,258.5,2523,1.0,23.8,0.8,0.8,1.0,0,0.8,0.4,0.71,0.4,1.0,1.0
South Korea,Anyang,3.15,3.15,72.92,1114,0.6,74.9,0.4,0.2,0.6,43,0.7,0.6,0.71,0.4,0.2,0.6
Finland,Espoo,4.84,4.84,393.57,2881,1.0,18.8,0.8,1.0,1.0,25,0.84,0.8,0.71,0.8,0.8,1.0
Canada,Saskatoon,3.69,3.69,147.71,2387,1.0,23.8,0.6,0.8,1.0,0,0.79,0.4,0.71,0.4,1.0,1.0
Bulgaria,Plovdiv,4.13,4.13,165.1,2267,0.6,53.7,0.96,0.4,0.8,21,0.74,0.6,0.71,0.4,0.4,0.8
United States,Hilo,7.0,7.0,200.0,3634,1.0,34.0,0.6,0.6,1.0,6,0.83,0.6,0.71,0.8,0.8,1.0
Mexico,Hermosillo,1.21,1.21,304.7,1621,0.6,70.4,0.6,0.2,1.0,9,0.7,0.6,0.71,0.4,0.0,0.8
United States,Boston,5.0,5.0,299.0,4562,0.6,34.0,0.8,0.6,0.6,20,0.8,0.6,0.71,0.8,0.8,0.8
United Kingdom,Boston,5.0,5.0,299.0,4562,0.6,34.0,0.8,0.6,0.6,20,0.8,0.6,0.71,0.8,0.8,0.8
Philippines,Boston,5.0,5.0,299.0,4562,0.6,34.0,0.8,0.6,0.6,20,0.8,0.6,0.71,0.8,0.8,0.8
Serbia,Novi Sad,1.53,1.53,124.45,1077,0.8,72.0,0.8,0.6,0.6,17,0.68,0.6,0.7,0.6,0.6,0.6
Finland,Turku,4.3,4.3,350.28,3001,1.0,18.8,1.0,1.0,0.8,20,0.8,0.6,0.7,0.8,0.8,1.0
Lithuania,Kaunas,2.15,2.15,268.83,1681,0.8,42.4,0.4,0.8,0.6,32,0.72,0.6,0.7,0.6,0.8,0.6
Canada,Barrie,4.06,4.06,221.57,2400,1.0,23.8,0.6,0.8,0.8,0,0.77,0.6,0.7,0.6,1.0,0.8
Italy,Modena,6.72,6.72,547.06,3325,0.8,43.1,0.6,0.6,1.0,15,0.76,0.6,0.7,0.8,0.4,1.0
Mexico,San Miguel de Allende,1.21,1.21,1041.36,2345,0.6,70.4,0.6,0.2,1.0,0,0.71,0.6,0.7,0.8,0.0,0.8
United Kingdom,Norwich,4.37,4.37,124.75,3178,0.8,32.4,0.6,0.6,0.8,0,0.79,0.8,0.7,0.4,1.0,0.8
United States,Norwich,4.37,4.37,124.75,3178,0.8,32.4,0.6,0.6,0.8,0,0.79,0.8,0.7,0.4,1.0,0.8
Canada,Norwich,4.37,4.37,124.75,3178,0.8,32.4,0.6,0.6,0.8,0,0.79,0.8,0.7,0.4,1.0,0.8
Canada,Regina,4.25,4.25,103.4,2535,0.0,23.8,0.6,0.8,0.8,0,0.77,0.6,0.7,0.4,1.0,1.0
Germany,Dortmund,3.23,3.23,318.79,2867,0.6,28.6,0.8,0.8,0.6,14,0.8,0.6,0.7,0.8,0.6,1.0
Finland,Oulu,3.23,3.23,262.38,2593,1.0,18.8,1.0,1.0,0.6,15,0.76,0.4,0.7,0.4,0.8,0.8
United States,Huntsville,6.0,6.0,249.0,3152,1.0,34.0,0.8,0.6,0.6,46,0.81,0.6,0.7,0.4,0.8,0.8
United States,Huntsville,6.0,6.0,249.0,3152,1.0,34.0,0.8,0.6,0.6,46,0.81,0.6,0.7,0.4,0.8,0.8
Canada,Huntsville,6.0,6.0,249.0,3152,1.0,34.0,0.8,0.6,0.6,46,0.81,0.6,0.7,0.4,0.8,0.8
Belgium,Leuven,3.49,3.49,355.52,2852,0.6,29.0,0.8,0.8,0.6,34,0.79,0.6,0.7,0.8,0.6,0.8
